archivo,tabla,columna,valor
parquet\2023\11_Lineal_03\Lineal_03.parquet,11_Lineal_03,nroced,3AS
parquet\2023\11_Lineal_03\Lineal_03.parquet,11_Lineal_03,nroced,4AA
parquet\2023\11_Lineal_03\Lineal_03.parquet,11_Lineal_03,nroced,4AI
parquet\2023\11_Lineal_03\Lineal_03.parquet,11_Lineal_03,nroced,5A
parquet\2023\11_Lineal_03\Lineal_03.parquet,11_Lineal_03,nroced,6A
parquet\2023\11_Lineal_03\Lineal_03.parquet,11_Lineal_03,nroced,7A
parquet\2023\11_Lineal_03\Lineal_03.parquet,11_Lineal_03,nroced,8A
parquet\2023\11_Lineal_03\Lineal_03.parquet,11_Lineal_03,nroced,8AI
parquet\2023\11_Lineal_03\Lineal_03.parquet,11_Lineal_03,nroced,8AP
parquet\2023\11_Lineal_03\Lineal_03.parquet,11_Lineal_03,nroced,9A
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,1A
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,2A
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,3AP
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,3AS
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,4AA
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,4AI
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,5A
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,6A
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,7A
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,8A
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,8AI
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,8AP
parquet\2023\12_Lineal_04\Lineal_04.parquet,12_Lineal_04,nroced,9A
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,niv_mod,A1
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,niv_mod,A2
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,niv_mod,A3
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,niv_mod,A5
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,niv_mod,B0
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,niv_mod,D1
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,niv_mod,F0
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,ges_dep,A1
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,ges_dep,A2
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,ges_dep,A3
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,ges_dep,A4
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,ges_dep,B1
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,ges_dep,B2
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,ges_dep,B3
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,ges_dep,B4
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,ges_dep,B5
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,ges_dep,B6
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,area_censo,1
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,area_censo,2
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,01
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,02
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,03
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,04
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,05
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,06
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,07
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,08
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,09
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,10
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,11
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,12
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,13
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,tipdato,14
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,cuadro,C402
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,cuadro,C403
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,cuadro,C403A
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,cuadro,C501
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,cuadro,C502
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,nroced,1A
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,nroced,2A
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,nroced,3AP
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,nroced,3AS
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,nroced,4AI
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,recibio,
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,recibio,1
parquet\2023\13_Materiales\Materiales.parquet,13_Materiales,recibio,2
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,niv_mod,A1
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,niv_mod,A2
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,niv_mod,A3
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,niv_mod,B0
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,niv_mod,D1
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,niv_mod,D2
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,niv_mod,F0
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,ges_dep,A1
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,ges_dep,A2
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,ges_dep,A3
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,ges_dep,A4
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,ges_dep,B1
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,ges_dep,B2
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,ges_dep,B3
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,ges_dep,B4
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,ges_dep,B5
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,ges_dep,B6
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,area_censo,1
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,area_censo,2
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,tipdato,01
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,tipdato,02
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,tipdato,03
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,tipdato,04
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,tipdato,05
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,tipdato,06
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,tipdato,07
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,tipdato,08
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,tipdato,09
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,tipdato,10
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C407
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C408
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C409
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C411
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C503
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C504
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C505
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C506
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C507
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C508
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C509
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,cuadro,C511
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,nroced,1A
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,nroced,3AP
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,nroced,3AS
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,nroced,4AA
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,nroced,4AI
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,chk,1
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,chk,2
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,chk,3
parquet\2023\14_Recursos_acce\Recursos_acce.parquet,14_Recursos_acce,chk,4
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,niv_mod,A1
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,niv_mod,A2
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,niv_mod,A3
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,niv_mod,B0
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,niv_mod,D1
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,niv_mod,D2
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,niv_mod,F0
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,ges_dep,A1
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,ges_dep,A2
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,ges_dep,A3
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,ges_dep,A4
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,ges_dep,B1
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,ges_dep,B2
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,ges_dep,B3
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,ges_dep,B4
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,ges_dep,B5
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,ges_dep,B6
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,area_censo,1
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,area_censo,2
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,01
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,02
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,03
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,04
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,05
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,06
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,07
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,08
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,09
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,10
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,11
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,12
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,tipdato,13
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,cuadro,C401
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,cuadro,C501
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,nroced,1A
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,nroced,3AP
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,nroced,3AS
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,nroced,4AA
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,nroced,4AI
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,chk1,1
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,chk1,2
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,chk2,
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,chk2,1
parquet\2023\15_Equipamiento\Equipamiento.parquet,15_Equipamiento,chk2,2
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,niv_mod,A1
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,niv_mod,A2
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,niv_mod,A3
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,niv_mod,A5
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,niv_mod,B0
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,niv_mod,D1
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,niv_mod,D2
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,niv_mod,F0
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,nroced,1A
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,nroced,2A
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,nroced,3AP
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,nroced,3AS
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,nroced,4AA
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,nroced,4AI
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,chk1,
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,chk1,1
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,chk1,2
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,chk1,3
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,chk1,X
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,chk2,
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,chk2,1
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,chk2,2
parquet\2023\16_Sec100_matrices\Sec100_matrices.parquet,16_Sec100_matrices,chk2,X
parquet\2023\17_Horario\Horario.parquet,17_Horario,niv_mod,A1
parquet\2023\17_Horario\Horario.parquet,17_Horario,niv_mod,A2
parquet\2023\17_Horario\Horario.parquet,17_Horario,niv_mod,A3
parquet\2023\17_Horario\Horario.parquet,17_Horario,niv_mod,A5
parquet\2023\17_Horario\Horario.parquet,17_Horario,niv_mod,B0
parquet\2023\17_Horario\Horario.parquet,17_Horario,niv_mod,F0
parquet\2023\17_Horario\Horario.parquet,17_Horario,cuadro,P102A
parquet\2023\17_Horario\Horario.parquet,17_Horario,nroced,1A
parquet\2023\17_Horario\Horario.parquet,17_Horario,nroced,2A
parquet\2023\17_Horario\Horario.parquet,17_Horario,nroced,3AP
parquet\2023\17_Horario\Horario.parquet,17_Horario,nroced,3AS
parquet\2023\18_Turnos\Turnos.parquet,18_Turnos,niv_mod,L0
parquet\2023\18_Turnos\Turnos.parquet,18_Turnos,niv_mod,S0
parquet\2023\18_Turnos\Turnos.parquet,18_Turnos,niv_mod,T0
parquet\2023\18_Turnos\Turnos.parquet,18_Turnos,tipdato,01
parquet\2023\18_Turnos\Turnos.parquet,18_Turnos,tipdato,02
parquet\2023\18_Turnos\Turnos.parquet,18_Turnos,tipdato,03
parquet\2023\18_Turnos\Turnos.parquet,18_Turnos,cuadro,C005
parquet\2023\18_Turnos\Turnos.parquet,18_Turnos,cuadro,C006
parquet\2023\18_Turnos\Turnos.parquet,18_Turnos,nroced,6A
parquet\2023\18_Turnos\Turnos.parquet,18_Turnos,nroced,9A
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,niv_mod,A1
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,niv_mod,A2
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,niv_mod,A3
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,niv_mod,B0
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,niv_mod,D1
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,niv_mod,D2
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,niv_mod,E0
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,niv_mod,E1
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,niv_mod,E2
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,niv_mod,F0
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,01
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,02
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,03
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,04
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,05
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,06
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,07
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,08
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,09
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,10
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,11
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,12
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,13
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,14
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,15
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,16
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,17
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,18
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,19
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,tipdato,20
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C402
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C417
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C418
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C420
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C421
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C502
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C520
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C521
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C602
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C615
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C630
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C631
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C702
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C715
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C730
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C731
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C732
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,cuadro,C733
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,nroced,1A
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,nroced,3AP
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,nroced,3AS
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,nroced,4AA
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,nroced,4AI
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,nroced,8A
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,nroced,8AI
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,nroced,8AP
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,chk1,
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,chk1,1
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,chk1,2
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,chk1,3
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,chk1,4
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,chk1,5
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,chk2,
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,chk2,1
parquet\2023\21_Fgestion\Fgestion.parquet,21_Fgestion,chk2,2
parquet\2023\22_Modelo_de_servicio\Modelo_de_servicio.parquet,22_Modelo_de_servicio,tipdato,1
parquet\2023\22_Modelo_de_servicio\Modelo_de_servicio.parquet,22_Modelo_de_servicio,tipdato,2
parquet\2023\22_Modelo_de_servicio\Modelo_de_servicio.parquet,22_Modelo_de_servicio,cuadro,C104
parquet\2023\22_Modelo_de_servicio\Modelo_de_servicio.parquet,22_Modelo_de_servicio,cuadro,C105
parquet\2023\22_Modelo_de_servicio\Modelo_de_servicio.parquet,22_Modelo_de_servicio,nroced,3AS
parquet\2023\22_Modelo_de_servicio\Modelo_de_servicio.parquet,22_Modelo_de_servicio,modalidad,
parquet\2023\23_Carreras\Carreras.parquet,23_Carreras,niv_mod,L0
parquet\2023\23_Carreras\Carreras.parquet,23_Carreras,niv_mod,M0
parquet\2023\23_Carreras\Carreras.parquet,23_Carreras,niv_mod,S0
parquet\2023\23_Carreras\Carreras.parquet,23_Carreras,niv_mod,T0
parquet\2023\23_Carreras\Carreras.parquet,23_Carreras,cuadro,C101
parquet\2023\23_Carreras\Carreras.parquet,23_Carreras,cuadro,C1021
parquet\2023\23_Carreras\Carreras.parquet,23_Carreras,cuadro,C1022
parquet\2023\23_Carreras\Carreras.parquet,23_Carreras,cuadro,C103
parquet\2023\23_Carreras\Carreras.parquet,23_Carreras,nroced,6A
parquet\2023\23_Carreras\Carreras.parquet,23_Carreras,nroced,7A
parquet\2023\23_Carreras\Carreras.parquet,23_Carreras,nroced,9A
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,niv_mod,B0
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,niv_mod,D1
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,niv_mod,D2
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,niv_mod,F0
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,ges_dep,A1
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,ges_dep,A2
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,ges_dep,A3
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,ges_dep,A4
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,ges_dep,B1
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,ges_dep,B2
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,ges_dep,B3
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,ges_dep,B4
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,ges_dep,B5
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,ges_dep,B6
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,area_censo,1
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,area_censo,2
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,tipdato,01
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,tipdato,02
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,tipdato,03
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,tipdato,04
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,tipdato,05
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,tipdato,06
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,tipdato,07
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,cuadro,C412
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,cuadro,C509
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,cuadro,C512
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,nroced,3AP
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,nroced,3AS
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,nroced,4AA
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,nroced,4AI
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,recibio,1
parquet\2023\24_Plaza_adm\Plaza_adm.parquet,24_Plaza_adm,recibio,2
parquet\2023\25_Sedes\Sedes.parquet,25_Sedes,niv_mod,L0
parquet\2023\25_Sedes\Sedes.parquet,25_Sedes,niv_mod,S0
parquet\2023\25_Sedes\Sedes.parquet,25_Sedes,niv_mod,T0
parquet\2023\25_Sedes\Sedes.parquet,25_Sedes,cuadro,C1023
