archivo,tabla,columna,valor
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7116317
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7116324
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7116339
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7116361
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7116404
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7116409
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7120013
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7120043
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7120053
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7120994
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7126207
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7126268
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7126341
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7126415
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7130033
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7130043
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7134453
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7135968
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136069
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136200
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136216
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136222
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136228
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136233
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136241
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136243
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136271
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136277
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136295
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136309
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136314
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136351
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136363
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136380
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136381
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136410
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136416
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136423
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136452
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136508
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136516
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7136641
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7210013
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7210994
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216191
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216209
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216217
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216224
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216247
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216248
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216249
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216263
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216323
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216399
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216425
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216442
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7216531
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7220994
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7230123
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7230183
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7234251
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236186
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236188
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236192
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236193
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236197
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236219
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236220
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236229
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236230
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236258
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236280
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236288
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236293
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236297
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236312
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236315
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236321
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236328
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236329
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236338
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236340
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236347
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236358
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236375
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236385
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236388
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236391
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236396
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236413
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236422
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236429
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236430
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236431
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236436
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236438
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236450
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236451
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236461
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236467
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236469
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236507
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7236529
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7320043
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7320994
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326201
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326236
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326242
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326245
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326267
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326289
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326327
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326335
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326337
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326402
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326428
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326437
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326448
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326455
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326457
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT7326484
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8110043
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8110073
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8110093
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8116231
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8116250
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8116316
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8116384
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8116408
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8116420
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8116421
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8116453
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8116464
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8116485
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8126390
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8126476
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8126532
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8210013
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8310013
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT8316486
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT9130994
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT9190023
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT9190994
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT9196386
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT9210994
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT9216210
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT9226281
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT9226296
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT9226344
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT9236294
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CAT9236371
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CATAG99999
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0111458
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0111459
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0116501
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0116509
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0116534
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0121380
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0121381
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0121382
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0126356
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0126504
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0126535
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0140995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0220995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE0410995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE1310995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE2110995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE2141368
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE2146299
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE2146533
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE4110995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE4120995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE4131393
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE4150995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE4170995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE4190995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE4196500
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE5210995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE6110995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE6111397
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE6111399
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE6121398
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE6126305
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE6130995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7110995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7111409
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7111411
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7116510
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7120995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7121412
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7121414
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7131416
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7131420
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7136357
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7136518
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7140995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7210995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7211385
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7211402
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7211404
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7216214
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7230995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7231430
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7231431
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7231432
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7231436
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7231437
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7236503
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7236513
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7236515
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7240995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7320995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7321442
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7321444
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7321447
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE7321448
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE8110995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE8111452
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE8120995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTE9160995
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,CTEAG99999
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF0140011
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF2110004
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF2110005
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF2120072
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF2136117
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF3220007
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF3226143
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF4116162
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF4130008
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF4140013
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF4140196
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF4146118
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF6116163
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPF7310023
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPFAG99999
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0111349
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0116078
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0116109
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0120026
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0120039
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0120046
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0120076
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0121124
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0121125
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0121126
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0121128
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0121129
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0121130
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0121132
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0126071
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0126102
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0126601
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0136128
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0141341
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0141342
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0146084
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0220075
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0221218
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0226086
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0226111
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0310101
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0310102
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0311350
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0311351
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0311352
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0311355
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0311356
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0311357
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0311358
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0311359
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0311361
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0316154
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0316156
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0316157
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0316158
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0320226
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT0321362
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2110078
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2110105
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2110143
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2110197
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2110216
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2110217
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2111035
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2111039
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2111042
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2111046
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2111050
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2111051
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2111093
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2116565
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2116574
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2116600
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2121043
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2121044
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2121049
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2121271
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2126103
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2130064
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2130085
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2130086
parquet\2023\03_Matricula03\Matricula_03.parquet,03_Matricula03,tipdato,SPT2136567
